Company Name,Industry,Symbol,Series,ISIN Code
Bajaj Electricals Ltd,CONSUMER GOODS,BAJAJELEC,EQ,INE193E01025
Bajaj Finance Ltd.,FINANCIAL SERVICES,BAJFINANCE,EQ,INE296A01024
Bajaj Finserv Ltd.,FINANCIAL SERVICES,BAJAJFINSV,EQ,INE918I01018
Bajaj Hindusthan Sugar Ltd.,CONSUMER GOODS,BAJAJHIND,EQ,INE306A01021
Bajaj Holdings & Investment Ltd.,FINANCIAL SERVICES,BAJAJHLDNG,EQ,INE118A01012
Balkrishna Industries Ltd.,AUTOMOBILE,BALKRISIND,EQ,INE787D01026
Ballarpur Industries Ltd.,PAPER,BALLARPUR,EQ,INE294A01037
Balmer Lawrie & Co. Ltd.,SERVICES,BALMLAWRIE,EQ,INE164A01016
Balrampur Chini Mills Ltd.,CONSUMER GOODS,BALRAMCHIN,EQ,INE119A01028
Bank of Baroda,FINANCIAL SERVICES,BANKBARODA,EQ,INE028A01039
Bank of India,FINANCIAL SERVICES,BANKINDIA,EQ,INE084A01016
Bata India Ltd.,CONSUMER GOODS,BATAINDIA,EQ,INE176A01028
Berger Paints India Ltd.,CONSUMER GOODS,BERGEPAINT,EQ,INE463A01038
Bharat Electronics Ltd.,INDUSTRIAL MANUFACTURING,BEL,EQ,INE263A01016
Bharat Financial Inclusion Ltd.,FINANCIAL SERVICES,BHARATFIN,EQ,INE180K01011
Bharat Forge Ltd.,INDUSTRIAL MANUFACTURING,BHARATFORG,EQ,INE465A01025
Bharat Heavy Electricals Ltd.,INDUSTRIAL MANUFACTURING,BHEL,EQ,INE257A01026
Bharat Petroleum Corporation Ltd.,ENERGY,BPCL,EQ,INE029A01011
Bharti Airtel Ltd.,TELECOM,BHARTIARTL,EQ,INE397D01024
Bharti Infratel Ltd.,TELECOM,INFRATEL,EQ,INE121J01017
Bhushan Steel Ltd.,METALS,BHUSANSTL,EQ,INE824B01021
Biocon Ltd.,PHARMA,BIOCON,EQ,INE376G01013
Birla Corporation Ltd.,CEMENT & CEMENT PRODUCTS,BIRLACORPN,EQ,INE340A01012
Bliss GVS Pharma Ltd.,PHARMA,BLISSGVS,EQ,INE416D01022
Blue Dart Express Ltd.,SERVICES,BLUEDART,EQ,INE233B01017
Blue Star Ltd.,CONSUMER GOODS,BLUESTARCO,EQ,INE472A01039
Bombay Burmah Trading Corporation Ltd.,CONSUMER GOODS,BBTC,EQ,INE050A01025
Bombay Dyeing & Manufacturing Co. Ltd.,TEXTILES,BOMDYEING,EQ,INE032A01023
Bombay Rayon Fashions Ltd.,TEXTILES,BRFL,EQ,INE589G01011
Bosch Ltd.,AUTOMOBILE,BOSCHLTD,EQ,INE323A01026
Brigade Enterprises Ltd.,CONSTRUCTION,BRIGADE,EQ,INE791I01019
Britannia Industries Ltd.,CONSUMER GOODS,BRITANNIA,EQ,INE216A01022
CARE Ltd.,FINANCIAL SERVICES,CARERATING,EQ,INE752H01013
CCL Products (I) Ltd.,CONSUMER GOODS,CCL,EQ,INE421D01022
CESC Ltd.,ENERGY,CESC,EQ,INE486A01013
CRISIL Ltd.,FINANCIAL SERVICES,CRISIL,EQ,INE007A01025
Cadila Healthcare Ltd.,PHARMA,CADILAHC,EQ,INE010B01027
Cairn India Ltd.,ENERGY,CAIRN,EQ,INE910H01017
Can Fin Homes Ltd.,FINANCIAL SERVICES,CANFINHOME,EQ,INE477A01012
Canara Bank,FINANCIAL SERVICES,CANBK,EQ,INE476A01014
Capital First Ltd.,FINANCIAL SERVICES,CAPF,EQ,INE688I01017
Caplin Point Laboratories Ltd.,PHARMA,CAPLIPOINT,EQ,INE475E01026
Carborundum Universal Ltd.,INDUSTRIAL MANUFACTURING,CARBORUNIV,EQ,INE120A01034
Castrol India Ltd.,ENERGY,CASTROLIND,EQ,INE172A01027
Ceat Ltd.,AUTOMOBILE,CEATLTD,EQ,INE482A01020
Central Bank of India,FINANCIAL SERVICES,CENTRALBK,EQ,INE483A01010
Century Plyboards (India) Ltd.,CONSUMER GOODS,CENTURYPLY,EQ,INE348B01021
Century Textile & Industries Ltd.,CEMENT & CEMENT PRODUCTS,CENTURYTEX,EQ,INE055A01016
Cera Sanitaryware Ltd,CONSTRUCTION,CERA,EQ,INE739E01017
Chambal Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,CHAMBLFERT,EQ,INE085A01013
Chennai Petroleum Corporation Ltd.,ENERGY,CHENNPETRO,EQ,INE178A01016
Cholamandalam Investment and Finance Company Ltd.,FINANCIAL SERVICES,CHOLAFIN,EQ,INE121A01016
Cipla Ltd.,PHARMA,CIPLA,EQ,INE059A01026
City Union Bank Ltd.,FINANCIAL SERVICES,CUB,EQ,INE491A01021
Coal India Ltd.,METALS,COALINDIA,EQ,INE522F01014
Coffee Day Enterprises Ltd.,CONSUMER GOODS,COFFEEDAY,EQ,INE335K01011
Colgate Palmolive (India) Ltd.,CONSUMER GOODS,COLPAL,EQ,INE259A01022
Container Corporation of India Ltd.,SERVICES,CONCOR,EQ,INE111A01017
Coromandel International Ltd.,FERTILISERS & PESTICIDES,COROMANDEL,EQ,INE169A01031
Corporation Bank,FINANCIAL SERVICES,CORPBANK,EQ,INE112A01023
Cox & Kings Ltd.,SERVICES,COX&KINGS,EQ,INE008I01026
Crompton Greaves Ltd.,INDUSTRIAL MANUFACTURING,CROMPGREAV,EQ,INE067A01029
Cummins India Ltd.,INDUSTRIAL MANUFACTURING,CUMMINSIND,EQ,INE298A01020
Cyient Ltd.,IT,CYIENT,EQ,INE136B01020
D B Realty Ltd.,CONSTRUCTION,DBREALTY,EQ,INE879I01012
D.B.Corp Ltd.,MEDIA & ENTERTAINMENT,DBCORP,EQ,INE950I01011
DCB Bank Ltd.,FINANCIAL SERVICES,DCBBANK,EQ,INE503A01015
DCM Shriram Ltd.,CONSUMER GOODS,DCMSHRIRAM,EQ,INE499A01024
DLF Ltd.,CONSTRUCTION,DLF,EQ,INE271C01023
Dabur India Ltd.,CONSUMER GOODS,DABUR,EQ,INE016A01026
Dalmia Bharat Ltd.,CEMENT & CEMENT PRODUCTS,DALMIABHA,EQ,INE439L01019
Deepak Fertilisers & Petrochemicals Corp. Ltd.,CHEMICALS,DEEPAKFERT,EQ,INE501A01019
Delta Corp Ltd.,CONSTRUCTION,DELTACORP,EQ,INE124G01033
Den Networks Ltd.,MEDIA & ENTERTAINMENT,DEN,EQ,INE947J01015
Dena Bank,FINANCIAL SERVICES,DENABANK,EQ,INE077A01010
Dewan Housing Finance Corporation Ltd.,FINANCIAL SERVICES,DHFL,EQ,INE202B01012
Dhanuka Agritech Ltd.,FERTILISERS & PESTICIDES,DHANUKA,EQ,INE435G01025
Dish TV India Ltd.,MEDIA & ENTERTAINMENT,DISHTV,EQ,INE836F01026
Dishman Pharmaceuticals & Chemicals Ltd.,PHARMA,DISHMAN,EQ,INE353G01020
Divi's Laboratories Ltd.,PHARMA,DIVISLAB,EQ,INE361B01024
Dr. Lal Path Labs Ltd.,HEALTHCARE SERVICES,LALPATHLAB,EQ,INE600L01024
Dr. Reddy's Laboratories Ltd.,PHARMA,DRREDDY,EQ,INE089A01023
Dredging Corporation of India Ltd.,SERVICES,DREDGECORP,EQ,INE506A01018
Dynamatic Technologies Ltd.,AUTOMOBILE,DYNAMATECH,EQ,INE221B01012
E.I.D. Parry (India) Ltd.,FERTILISERS & PESTICIDES,EIDPARRY,EQ,INE126A01031
EIH Ltd.,SERVICES,EIHOTEL,EQ,INE230A01023
Edelweiss Financial Services Ltd.,FINANCIAL SERVICES,EDELWEISS,EQ,INE532F01054
Eicher Motors Ltd.,AUTOMOBILE,EICHERMOT,EQ,INE066A01013
Emami Ltd.,CONSUMER GOODS,EMAMILTD,EQ,INE548C01032
Engineers India Ltd.,CONSTRUCTION,ENGINERSIN,EQ,INE510A01028
Equitas Holdings Ltd.,FINANCIAL SERVICES,EQUITAS,EQ,INE988K01017
Eros Intl Media Ltd.,MEDIA & ENTERTAINMENT,EROSMEDIA,EQ,INE416L01017
Escorts Ltd.,AUTOMOBILE,ESCORTS,EQ,INE042A01014
Essel Propack Ltd.,INDUSTRIAL MANUFACTURING,ESSELPACK,EQ,INE255A01020
Eveready Industries India Ltd.,CONSUMER GOODS,EVEREADY,EQ,INE128A01029
Exide Industries Ltd.,AUTOMOBILE,EXIDEIND,EQ,INE302A01020
FDC Ltd.,PHARMA,FDC,EQ,INE258B01022
Fag Bearings India Ltd.,INDUSTRIAL MANUFACTURING,FAGBEARING,EQ,INE513A01014
Federal Bank Ltd.,FINANCIAL SERVICES,FEDERALBNK,EQ,INE171A01029
Finolex Cables Ltd.,INDUSTRIAL MANUFACTURING,FINCABLES,EQ,INE235A01022
Finolex Industries Ltd.,INDUSTRIAL MANUFACTURING,FINPIPE,EQ,INE183A01016
Firstsource Solutions Ltd.,IT,FSL,EQ,INE684F01012
Fortis Healthcare Ltd.,HEALTHCARE SERVICES,FORTIS,EQ,INE061F01013
Future Consumer Ltd.,CONSUMER GOODS,FCONSUMER,EQ,INE220J01025
Future Lifestyle Fashions Ltd.,CONSUMER GOODS,FLFL,EQ,INE452O01016
GAIL (India) Ltd.,ENERGY,GAIL,EQ,INE129A01019
GE Power India Ltd.,INDUSTRIAL MANUFACTURING,GEPIL,EQ,INE878A01011
GE T&D India Ltd.,INDUSTRIAL MANUFACTURING,GET&D,EQ,INE200A01026
GMR Infrastructure Ltd.,CONSTRUCTION,GMRINFRA,EQ,INE776C01039
GVK Power & Infrastructures Ltd.,CONSTRUCTION,GVKPIL,EQ,INE251H01024
Gateway Distriparks Ltd.,SERVICES,GDL,EQ,INE852F01015
Gati Ltd.,SERVICES,GATI,EQ,INE152B01027
Gayatri Projects Ltd.,CONSTRUCTION,GAYAPROJ,EQ,INE336H01015
Gillette India Ltd.,CONSUMER GOODS,GILLETTE,EQ,INE322A01010
GlaxoSmithkline Consumer Healthcare Ltd.,CONSUMER GOODS,GSKCONS,EQ,INE264A01014
Glaxosmithkline Pharmaceuticals Ltd.,PHARMA,GLAXO,EQ,INE159A01016
Glenmark Pharmaceuticals Ltd.,PHARMA,GLENMARK,EQ,INE935A01035
Godfrey Phillips India Ltd.,CONSUMER GOODS,GODFRYPHLP,EQ,INE260B01028
Godrej Consumer Products Ltd.,CONSUMER GOODS,GODREJCP,EQ,INE102D01028
Godrej Industries Ltd.,CONSUMER GOODS,GODREJIND,EQ,INE233A01035
Godrej Properties Ltd.,CONSTRUCTION,GODREJPROP,EQ,INE484J01027
Granules India Ltd.,PHARMA,GRANULES,EQ,INE101D01020
Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,GRASIM,EQ,INE047A01021
Great Eastern Shipping Co. Ltd.,SERVICES,GESHIP,EQ,INE017A01032
Greaves Cotton Ltd.,INDUSTRIAL MANUFACTURING,GREAVESCOT,EQ,INE224A01026
Greenply Industries Ltd.,CONSUMER GOODS,GREENPLY,EQ,INE461C01038
Grindwell Norton Ltd.,INDUSTRIAL MANUFACTURING,GRINDWELL,EQ,INE536A01023
Gruh Finance Ltd.,FINANCIAL SERVICES,GRUH,EQ,INE580B01029
Gujarat Fluorochemicals Ltd.,CHEMICALS,GUJFLUORO,EQ,INE538A01037
Gujarat Gas Ltd.,ENERGY,GUJGASLTD,EQ,INE844O01022
Gujarat Mineral Development Corporation Ltd.,METALS,GMDCLTD,EQ,INE131A01031
Gujarat Pipavav Port Ltd.,SERVICES,GPPL,EQ,INE517F01014
Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,GSFC,EQ,INE026A01025
Gujarat State Petronet Ltd.,ENERGY,GSPL,EQ,INE246F01010
Gulf Oil Lubricants India Ltd.,ENERGY,GULFOILLUB,EQ,INE635Q01029
HCL Infosystems Ltd.,IT,HCL-INSYS,EQ,INE236A01020
HCL Technologies Ltd.,IT,HCLTECH,EQ,INE860A01027
HDFC Bank Ltd.,FINANCIAL SERVICES,HDFCBANK,EQ,INE040A01026
HSIL Ltd.,CONSUMER GOODS,HSIL,EQ,INE415A01038
HT Media Ltd.,MEDIA & ENTERTAINMENT,HTMEDIA,EQ,INE501G01024
Hathway Cable & Datacom Ltd.,MEDIA & ENTERTAINMENT,HATHWAY,EQ,INE982F01036
Havells India Ltd.,CONSUMER GOODS,HAVELLS,EQ,INE176B01034
HeidelbergCement India Ltd.,CEMENT & CEMENT PRODUCTS,HEIDELBERG,EQ,INE578A01017
Hero MotoCorp Ltd.,AUTOMOBILE,HEROMOTOCO,EQ,INE158A01026
Hexaware Technologies Ltd.,IT,HEXAWARE,EQ,INE093A01033
Himachal Fut Com Ltd.,TELECOM,HFCL,EQ,INE548A01028
Himatsingka Seide Ltd.,TEXTILES,HIMATSEIDE,EQ,INE049A01027
Hindalco Industries Ltd.,METALS,HINDALCO,EQ,INE038A01020
Hindustan Construction Co. Ltd.,CONSTRUCTION,HCC,EQ,INE549A01026
Hindustan Copper Ltd.,METALS,HINDCOPPER,EQ,INE531E01026
Hindustan Media Vent Ltd.,MEDIA & ENTERTAINMENT,HMVL,EQ,INE871K01015
Hindustan Petroleum Corporation Ltd.,ENERGY,HINDPETRO,EQ,INE094A01015
Hindustan Unilever Ltd.,CONSUMER GOODS,HINDUNILVR,EQ,INE030A01027
Hindustan Zinc Ltd.,METALS,HINDZINC,EQ,INE267A01025
Honeywell Automation India Ltd.,INDUSTRIAL MANUFACTURING,HONAUT,EQ,INE671A01010
Housing Development Finance Corporation Ltd.,FINANCIAL SERVICES,HDFC,EQ,INE001A01036
Housing Development and Infrastructure Ltd.,CONSTRUCTION,HDIL,EQ,INE191I01012
I T C Ltd.,CONSUMER GOODS,ITC,EQ,INE154A01025
ICICI Bank Ltd.,FINANCIAL SERVICES,ICICIBANK,EQ,INE090A01021
ICRA Ltd.,FINANCIAL SERVICES,ICRA,EQ,INE725G01011
IDBI Bank Ltd.,FINANCIAL SERVICES,IDBI,EQ,INE008A01015
IDFC Bank Ltd.,FINANCIAL SERVICES,IDFCBANK,EQ,INE092T01019
IDFC Ltd.,FINANCIAL SERVICES,IDFC,EQ,INE043D01016
IFCI Ltd.,FINANCIAL SERVICES,IFCI,EQ,INE039A01010
IIFL Holdings Ltd.,FINANCIAL SERVICES,IIFL,EQ,INE530B01024
IL&FS Transportation Networks Ltd.,SERVICES,IL&FSTRANS,EQ,INE975G01012
IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,EQ,INE821I01014
ITD Cementation India Ltd.,CONSTRUCTION,ITDCEM,EQ,INE686A01026
Idea Cellular Ltd.,TELECOM,IDEA,EQ,INE669E01016
Igarashi Motors India Ltd.,AUTOMOBILE,IGARASHI,EQ,INE188B01013
India Cements Ltd.,CEMENT & CEMENT PRODUCTS,INDIACEM,EQ,INE383A01012
Indiabulls Housing Finance Ltd.,FINANCIAL SERVICES,IBULHSGFIN,EQ,INE148I01020
Indiabulls Real Estate Ltd.,CONSTRUCTION,IBREALEST,EQ,INE069I01010
Indian Bank,FINANCIAL SERVICES,INDIANB,EQ,INE562A01011
Indian Hotels Co. Ltd.,SERVICES,INDHOTEL,EQ,INE053A01029
Indian Oil Corporation Ltd.,ENERGY,IOC,EQ,INE242A01010
Indian Overseas Bank ,FINANCIAL SERVICES,IOB,EQ,INE565A01014
Indo Count Industries Ltd.,TEXTILES,ICIL,EQ,INE483B01018
Indoco Remedies Ltd.,PHARMA,INDOCO,EQ,INE873D01024
Indraprastha Gas Ltd.,ENERGY,IGL,EQ,INE203G01019
IndusInd Bank Ltd.,FINANCIAL SERVICES,INDUSINDBK,EQ,INE095A01012
Infibeam Incorporation Ltd.,IT,INFIBEAM,EQ,INE483S01012
Info Edge (India) Ltd.,IT,NAUKRI,EQ,INE663F01024
Infosys Ltd.,IT,INFY,EQ,INE009A01021
Ingersoll Rand (India) Ltd.,INDUSTRIAL MANUFACTURING,INGERRAND,EQ,INE177A01018
Inox Leisure Ltd.,MEDIA & ENTERTAINMENT,INOXLEISUR,EQ,INE312H01016
Inox Wind Ltd.,INDUSTRIAL MANUFACTURING,INOXWIND,EQ,INE066P01011
Intellect Design Arena Ltd.,IT,INTELLECT,EQ,INE306R01017
InterGlobe Aviation Ltd.,SERVICES,INDIGO,EQ,INE646L01027
International Paper APPM Ltd.,PAPER,IPAPPM,EQ,INE435A01028
Ipca Laboratories Ltd.,PHARMA,IPCALAB,EQ,INE571A01020
J.B. Chemicals & Pharmaceuticals Ltd.,PHARMA,JBCHEPHARM,EQ,INE572A01028
J.K. Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKCEMENT,EQ,INE823G01014
J.Kumar Infraprojects Ltd.,CONSTRUCTION,JKIL,EQ,INE576I01022
JBF Industries Ltd.,TEXTILES,JBFIND,EQ,INE187A01017
JK Lakshmi Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKLAKSHMI,EQ,INE786A01032
JK Tyre & Industries Ltd.,AUTOMOBILE,JKTYRE,EQ,INE573A01042
JM Financial Ltd.,FINANCIAL SERVICES,JMFINANCIL,EQ,INE780C01023
JMT Auto Ltd.,AUTOMOBILE,JMTAUTOLTD,EQ,INE988E01036
JSW Energy Ltd.,ENERGY,JSWENERGY,EQ,INE121E01018
JSW Holdings Ltd.,FINANCIAL SERVICES,JSWHL,EQ,INE824G01012
JSW Steel Ltd.,METALS,JSWSTEEL,EQ,INE019A01020
Jagran Prakashan Ltd.,MEDIA & ENTERTAINMENT,JAGRAN,EQ,INE199G01027
Jai Corp Ltd.,INDUSTRIAL MANUFACTURING,JAICORPLTD,EQ,INE070D01027
Jain Irrigation Systems Ltd.,INDUSTRIAL MANUFACTURING,JISLJALEQS,EQ,INE175A01038
Jaiprakash Associates Ltd.,CEMENT & CEMENT PRODUCTS,JPASSOCIAT,EQ,INE455F01025
Jaiprakash Power Ventures Ltd.,ENERGY,JPPOWER,EQ,INE351F01018
Jammu & Kashmir Bank Ltd.,FINANCIAL SERVICES,J&KBANK,EQ,INE168A01041
Jaypee Infratech Ltd.,SERVICES,JPINFRATEC,EQ,INE099J01015
Jet Airways (India) Ltd.,SERVICES,JETAIRWAYS,EQ,INE802G01018
Jindal Poly Films Ltd.,INDUSTRIAL MANUFACTURING,JINDALPOLY,EQ,INE197D01010
Jindal Steel & Power Ltd.,METALS,JINDALSTEL,EQ,INE749A01030
Johnson Controls - Hitachi Air Conditioning India Ltd.,CONSUMER GOODS,JCHAC,EQ,INE782A01015
Jubilant Foodworks Ltd.,CONSUMER GOODS,JUBLFOOD,EQ,INE797F01012
Jubilant Life Sciences Ltd.,PHARMA,JUBILANT,EQ,INE700A01033
Justdial Ltd.,IT,JUSTDIAL,EQ,INE599M01018
Jyothy Laboratories Ltd.,CONSUMER GOODS,JYOTHYLAB,EQ,INE668F01031
K.P.R. Mill Ltd.,TEXTILES,KPRMILL,EQ,INE930H01015
KPIT Technologies Ltd.,IT,KPIT,EQ,INE836A01035
KRBL Ltd.,CONSUMER GOODS,KRBL,EQ,INE001B01026
KSB Pumps Ltd.,INDUSTRIAL MANUFACTURING,KSBPUMPS,EQ,INE999A01015
Kajaria Ceramics Ltd.,CONSTRUCTION,KAJARIACER,EQ,INE217B01036
Kalpataru Power Transmission Ltd.,ENERGY,KALPATPOWR,EQ,INE220B01022
Kansai Nerolac Paints Ltd.,CONSUMER GOODS,KANSAINER,EQ,INE531A01024
Karnataka Bank Ltd.,FINANCIAL SERVICES,KTKBANK,EQ,INE614B01018
Karur Vysya Bank Ltd.,FINANCIAL SERVICES,KARURVYSYA,EQ,INE036D01010
Kaveri Seed Company Ltd.,CONSUMER GOODS,KSCL,EQ,INE455I01029
Kec International Ltd.,CONSTRUCTION,KEC,EQ,INE389H01022
Kesoram Industries Ltd.,AUTOMOBILE,KESORAMIND,EQ,INE087A01019
Kitex Garments Ltd.,TEXTILES,KITEX,EQ,INE602G01020
Kolte-Patil Developers Ltd.,CONSTRUCTION,KOLTEPATIL,EQ,INE094I01018
Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,KOTAKBANK,EQ,INE237A01028
Kwality Ltd.,CONSUMER GOODS,KWALITY,EQ,INE775B01025
L&T Finance Holdings Ltd.,FINANCIAL SERVICES,L&TFH,EQ,INE498L01015
LIC Housing Finance Ltd.,FINANCIAL SERVICES,LICHSGFIN,EQ,INE115A01026
La Opala RG Ltd.,CONSUMER GOODS,LAOPALA,EQ,INE059D01020
Lakshmi Machine Works Ltd.,INDUSTRIAL MANUFACTURING,LAXMIMACH,EQ,INE269B01029
Lakshmi Vilas Bank Ltd.,FINANCIAL SERVICES,LAKSHVILAS,EQ,INE694C01018
Lanco Infratech Ltd.,ENERGY,LITL,EQ,INE785C01048
Larsen & Toubro Ltd.,CONSTRUCTION,LT,EQ,INE018A01030
Linde India Ltd.,CHEMICALS,LINDEINDIA,EQ,INE473A01011
Lupin Ltd.,PHARMA,LUPIN,EQ,INE326A01037
MMTC Ltd.,SERVICES,MMTC,EQ,INE123F01029
MOIL Ltd.,METALS,MOIL,EQ,INE490G01020
MRF Ltd.,AUTOMOBILE,MRF,EQ,INE883A01011
Magma Fincorp Ltd.,FINANCIAL SERVICES,MAGMA,EQ,INE511C01022
Mahanagar Telephone Nigam Ltd.,TELECOM,MTNL,EQ,INE153A01019
Mahindra & Mahindra Financial Services Ltd.,FINANCIAL SERVICES,M&MFIN,EQ,INE774D01024
Mahindra & Mahindra Ltd.,AUTOMOBILE,M&M,EQ,INE101A01026
Mahindra CIE Automotive Ltd.,INDUSTRIAL MANUFACTURING,MAHINDCIE,EQ,INE536H01010
Mahindra Holidays & Resorts India Ltd.,SERVICES,MHRIL,EQ,INE998I01010
Mahindra Lifespace Developers Ltd.,CONSTRUCTION,MAHLIFE,EQ,INE813A01018
Manappuram Finance Ltd.,FINANCIAL SERVICES,MANAPPURAM,EQ,INE522D01027
Mangalore Refinery & Petrochemicals Ltd.,ENERGY,MRPL,EQ,INE103A01014
Manpasand Beverages Ltd.,CONSUMER GOODS,MANPASAND,EQ,INE122R01018
Marico Ltd.,CONSUMER GOODS,MARICO,EQ,INE196A01026
Marksans Pharma Ltd.,PHARMA,MARKSANS,EQ,INE750C01026
Maruti Suzuki India Ltd.,AUTOMOBILE,MARUTI,EQ,INE585B01010
Max Financial Services Ltd.,FINANCIAL SERVICES,MFSL,EQ,INE180A01020
Mayur Uniquoters Ltd.,TEXTILES,MAYURUNIQ,EQ,INE040D01038
McLeod Russel India Ltd.,CONSUMER GOODS,MCLEODRUSS,EQ,INE942G01012
Merck Ltd.,PHARMA,MERCK,EQ,INE199A01012
MindTree Ltd.,IT,MINDTREE,EQ,INE018I01017
Monsanto India Ltd.,FERTILISERS & PESTICIDES,MONSANTO,EQ,INE274B01011
Motherson Sumi Systems Ltd.,AUTOMOBILE,MOTHERSUMI,EQ,INE775A01035
Motilal Oswal Financial Services Ltd.,FINANCIAL SERVICES,MOTILALOFS,EQ,INE338I01027
MphasiS Ltd.,IT,MPHASIS,EQ,INE356A01018
Muthoot Finance Ltd.,FINANCIAL SERVICES,MUTHOOTFIN,EQ,INE414G01012
NATCO Pharma Ltd.,PHARMA,NATCOPHARM,EQ,INE987B01026
NBCC (India) Ltd.,CONSTRUCTION,NBCC,EQ,INE095N01023
NCC Ltd.,CONSTRUCTION,NCC,EQ,INE868B01028
NHPC Ltd.,ENERGY,NHPC,EQ,INE848E01016
NIIT Technologies Ltd.,IT,NIITTECH,EQ,INE591G01017
NLC India Ltd.,ENERGY,NLCINDIA,EQ,INE589A01014
NMDC Ltd.,METALS,NMDC,EQ,INE584A01023
NTPC Ltd.,ENERGY,NTPC,EQ,INE733E01010
Narayana Hrudayalaya Ltd.,HEALTHCARE SERVICES,NH,EQ,INE410P01011
National Aluminium Co. Ltd.,METALS,NATIONALUM,EQ,INE139A01034
